isEating, maxMin, dwt, slope, fourier, median
0,0.248,-40.65863992,-0.008335177,6067,2.469
0,0.029,-18.7383297,0.006468506,5289,-0.312
0,0.06,-19.22411206,0.003919709,4317,0.312
0,0.251,-12.90469876,0.000151672,12678,-0.312
0,0.039,-11.09309118,0.001170858,12021,0.125
0,0.041,-11.1369318,0.001778339,11748,-0.438
0,0.027,-9.589782166,0.00047375,11633,0.219
0,0.258,-13.12531607,0.001062105,16425,0.1565
0,0.199,-35.88566915,-0.008396949,8963,-0.562
0,0.078,-19.00278764,0.004862054,11455,-0.688
0,0.162,-14.93833786,0.002385299,14462,0.188
0,0.097,-9.899494937,0.000719757,15462,0.062
0,0.253,-24.66034899,0.002931895,29582,0.938
0,0.047,-21.30088468,0.002170147,11001,0.219
0,0.049,-12.90469876,-0.000587311,12335,0.5
0,0.043,-14.14213562,-0.000282087,17741,-0.125
0,0.096,-10.16465998,0.000548103,21262,0.375
0,0.116,-17.01440337,0.002504525,15070,-0.969
0,0.214,-12.90469876,-0.002312566,17497,0.062
0,0.03,-10.42982502,0.001534793,14741,-0.375
0,0.159,-7.645945625,-0.001185314,9993,0.312
0,0.148,-17.10279172,0.002900948,13352,0.875
0,0.202,-12.77176268,-3.03E-05,17377,-0.188
0,0.13,-8.971063733,0.001777588,13381,-0.5
0,0.242,-21.96485794,0.002142974,11693,-0.438
0,0.154,-12.94924648,0.000810758,6784,-0.562
0,0.141,-8.131727984,0.001208118,8477,0.375
0,0.177,-14.93692365,0.001834313,9235,-0.438
0,0.153,-17.9873823,0.000815985,12368,1.312
0,0.038,-8.043339636,0.001341868,9780,0.062
0,0.151,-9.987883284,0.002428659,6711,-0.25
0,0.049,-8.750446417,0.001099292,10764,0.062
0,0.137,-16.39639204,-0.000520947,7880,0.562
0,0.164,-14.31891232,-0.000112824,14299,1.062
0,0.041,-9.060159187,0.002725227,9129,-0.312
0,0.305,-12.2414326,0.001801664,9291,0.25
0,0.265,-18.34093569,-8.03E-05,20164,1.188
0,0.083,-11.71110251,0.003746558,9995,-0.812
0,0.047,-8.485281374,0.002519097,9660,-0.125
0,0.076,-7.336232855,0.00321893,6671,0.25
0,0.058,-8.573669722,0.001157252,8702,0.312
0,0.019,-8.263956952,0.002074787,6103,0.5935
0,0.26,-9.32532423,-0.001924605,9475,0.125
0,0.306,-13.61180554,-0.000125256,20386,-0.25
0,0.035,-8.572962615,0.002470372,10386,-0.25
0,0.034,-12.15304425,0.003203754,12431,-0.25
0,0.028,-7.999499016,0.001658528,8122,-0.188
0,0.224,-7.247844507,0.002713956,9150,-0.25
0,0.056,-8.087180256,0.003164048,12745,0.25
0,0.28,-11.88858631,0.001809504,10062,0.812
0,0.018,-5.745949704,0.002943577,5542,-0.312
0,0.288,-7.336939962,0.001826749,5634,-0.062
0,0.222,-8.397600133,0.000446252,8879,0.062
0,0.057,-13.52271008,0.006826942,11754,-0.75
0,0.056,-10.42982502,0.002601503,8245,-0.1565
0,0.067,-7.027227191,0.001022444,9140,0.062
0,0.027,-10.07627163,0.002092113,14025,-0.188
0,0.275,-10.96015511,-0.000963759,14090,0.062
0,0.125,-5.480077554,0.002299565,7784,-0.312
0,0.27,-19.26865979,0.001066242,14729,-0.312
0,0.163,-10.25304833,0.002240856,8200,0.812
0,0.217,-12.19759198,0.00306164,9368,1.219
0,0.258,-11.53432581,0.003291351,6315,-0.125
0,0.26,-13.70019389,0.000104059,6577,-0.375
0,0.054,-7.910403561,0.001880614,13125,0.062
0,0.197,-20.54993727,0.001548756,7687,-0.125
0,0.273,-13.83312996,0.006497036,5395,-0.562
0,0.28,-16.39639204,0.000106217,15638,0.125
0,0.043,-8.794287038,0.000906419,15911,0.25
0,0.137,-18.7383297,-0.003757626,9045,2.375
0,0.168,-13.1698638,0.0043234,11110,-0.812
0,0.277,-8.087887363,0.001691734,26818,0.312
0,0.04,-7.601397898,0.001415626,13320,-0.125
0,0.251,-23.29068316,0.006990049,5332,1.125
0,0.259,-13.70090099,-0.002652723,5772,0.188
0,0.246,-13.08147545,-0.001770008,4723,0.75
0,0.316,-30.0520382,-0.004392875,7865,-0.562
0,0.206,-16.17506762,0.002136912,6957,0.938
0,0.295,-17.54544056,0.012962633,6608,-0.625
0,0.325,-11.75565024,0.003426515,10709,0.062
0,0.244,-6.850450496,4.84E-05,6754,0.375
0,0.126,-16.17436051,0.003636229,4442,0.312
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.169,-42.77996026,-0.005055613,4493,2.0935
0,0.174,-33.01269429,0.000952716,5472,-0.1875
0,0.154,-15.9537432,0.001647389,3991,-0.625
0,0.192,-14.40800777,0.002610451,6165,-0.062
0,0.229,-45.8290047,0.001363141,15718,0.812
0,0.16,-9.766558862,0.001534082,3438,1.688
0,0.172,-33.54302438,0.009670952,4346,-0.188
0,0.097,-16.08667927,0.00126479,9429,-0.562
0,0.045,-27.13592983,0.001259135,15626,-0.75
0,0.232,-62.93250353,-0.00669595,5908,0.8435
0,0.283,-22.36154485,0.001731081,6150,-0.375
0,0.099,-21.87576249,-0.008889293,4191,-1.9065
0,0.233,-21.21320344,0.000188353,3971,1.375
0,0.263,-19.35704813,0.00463058,3629,-0.625
0,0.21,-26.78237644,-0.000253109,12027,-1.031
0,0.113,-26.87005769,-0.003668322,7691,-1.0935
0,0.118,-64.03771142,-0.013437022,6828,2.0625
0,0.111,-40.12830983,-0.018245998,3711,-1.9375
0,0.206,-38.05083011,-0.005568211,8417,1.719
0,0.098,-20.32931996,0.002915222,2134,0.281
0,0.111,-30.53852767,-0.003096782,5726,0.781
0,0.261,-45.29867462,-0.002031573,4183,-1.125
0,0.114,-44.19417382,0.003352476,8003,-1.6565
0,0.045,-23.64352944,0.010156323,3592,-0.688
0,0.215,-29.87526151,-0.007007106,3126,0.812
0,0.151,-68.36874046,-0.030427453,1839,2.188
0,0.195,-72.5229928,-0.016322965,4607,0.5
0,0.054,-20.63832562,-0.006239886,4978,-0.188
0,0.065,-35.26695071,-0.009259896,4565,0.812
0,0.067,-72.25782776,-0.032638675,6219,1.188
0,0.074,-19.26865979,-0.004091644,3220,-0.062
0,0.19,-35.75344018,0.005882089,9775,-1.812
0,0.129,-28.63782464,-0.000587376,8227,-1.875
0,0.068,-38.09467073,-0.011477944,4970,-0.625
0,0.259,-59.57374631,-0.012797655,6331,-0.3435
0,0.1,-31.15653899,-0.025794663,2475,0.0935
0,0.094,-17.41321159,-0.023594654,2308,-0.812
0,0.046,-27.4449355,-0.002206264,4559,-0.0935
0,0.085,-42.69157191,-0.003024983,14153,0.562
0,0.156,-49.67425138,-0.02032906,5728,0
0,0.096,-34.91410443,0.011644902,5169,-0.75
0,0.083,-57.23110155,-0.007506834,6681,-4.562
0,0.112,-44.01739713,-0.022551707,2909,-1.875
0,0.169,-65.84861189,-0.007510319,16573,0.875
0,0.151,-66.77704309,-0.000190539,2420,-0.594
0,0.103,-33.85203004,-0.00987171,7699,-0.875
0,0.117,-46.31549417,-0.003670702,2071,-0.0315
0,0.174,-61.29696554,-0.01190102,3768,-0.438
0,0.087,-60.63440649,-0.012174914,11345,2.5
0,0.098,-33.14492326,0.002753329,5309,-0.312
0,0.179,-29.61009646,-0.014425637,7457,-0.6565
0,0.078,-34.42690786,-0.001091684,6993,-0.5625
0,0.243,-51.70718337,-0.00752493,10725,2.438
0,0.092,-29.25654307,-0.034893925,6777,-1.375
0,0.303,-67.66092657,-0.014636013,7708,-0.125
0,0.133,-26.3397276,-0.001171423,9316,-0.688
0,0.255,-21.16936282,-0.015626359,3762,0.125
0,0.168,-29.25654307,-0.022490983,4940,1.875
0,0.207,-30.00749047,0.001847883,2636,-0.5
0,0.091,-39.15603801,-0.008397562,6950,0.438
0,0.164,-44.50388659,-0.036875947,5933,0.625
0,0.089,-36.3714515,-0.038694521,2664,1.656
0,0.303,-46.40458962,-0.008814191,11204,2.75
0,0.141,-31.24563445,-0.020491262,3497,2.9375
0,0.062,-37.69798383,-0.01840333,3771,-1.469
0,0.051,-46.71288818,-0.041872962,2788,-0.125
0,0.274,-32.0856773,-0.003309871,5729,1.438
0,0.197,-46.0064885,-0.001672942,16829,1.719
0,0.07,-24.83712569,-0.000315875,10910,-0.4375
0,0.274,-31.42170404,-5.96E-06,42796,0.75
0,0.138,-31.81980515,-0.003415105,6380,0.844
0,0.112,-29.3010908,-0.026128623,3534,3.875
0,0.067,-48.0394205,-0.019256248,4654,-2
0,0.108,-36.59277593,0.002388669,12404,1.062
0,0.087,-32.8359176,-0.013875713,9373,-0.625
0,0.118,-20.81580942,-0.020808509,2591,1.812
0,0.171,-38.97855421,0.000824811,8851,-0.062
0,0.132,-89.97933791,-0.02638253,2878,4.031
0,0.158,-30.27336262,-0.025099647,15006,2.812
0,0.192,-64.96543552,-0.051069732,63326,1.719
0,0.062,-21.47836848,-0.023418314,2750,0.812
0,0.179,-23.95394932,-0.072602565,2899,1.438
0,0.147,-38.53731957,-0.050863576,2379,2.312
0,0.212,-19.57766545,-0.030793125,5963,3.5
0,0.117,-11.22532015,-0.022619125,1297,-1.219
0,0.159,-14.80540178,-0.066946527,1212,-1
0,0.193,-35.04562629,-0.030938074,3744,1.875
0,0.179,-26.11911028,-0.007131397,3550,2.875
0,0.223,-42.77996026,-0.034836184,4034,0.062
0,0.158,-26.82550996,-0.012209995,9232,-0.4375
0,0.198,-54.97755224,-0.009114264,20137,-1.938
0,0.152,-28.81460133,-0.016765079,3923,0.625
0,0.238,-28.90369679,-0.042984106,4808,1.5935
0,0.105,-17.14733944,-0.064498963,3531,-1.125
0,0.135,-18.9151064,-0.095272699,2639,1.438
0,0.161,-27.40038777,-0.039297795,3568,1.9685
0,0.116,-9.678170514,0.017648554,1645,-0.6565
0,0.089,-11.53432581,-0.056310798,1747,0.688
0,0.226,-18.9151064,-0.125092662,3026,6.5935
0,0.184,-30.80369271,-0.009424652,8992,0.5
0,0.138,-18.20799962,-0.033218681,4299,1.1565
0,0.14,-51.9285078,-0.082925959,3748,0.219
0,0.292,-41.40958732,-0.035882993,15917,4.9685
0,0.083,-12.15304425,-0.010335009,4145,0.75
0,0.145,-10.16395287,-0.004912317,2497,2.4065
0,0.147,-53.87305145,-0.146733767,4128,0.562
0,0.232,-50.91168825,-0.090498849,23039,3.375
0,0.086,-17.72221726,-0.025594823,1167,1
0,0.225,-36.32831799,-0.072705145,8432,2.5
0,0.263,-34.69278001,-0.040794535,33699,1.125
0,0.319,-60.14862413,-0.033077575,9420,2.906
0,0.343,-45.65293511,-0.164042274,2612,3.375
0,0.167,-52.76855065,-0.032932587,959,1.562
0,0.336,-33.80889653,-0.027306849,12098,0.75
0,0.043,-12.94853938,-0.006389051,4258,0.375
0,0.306,-55.10978121,-0.195553806,3946,8.438
0,0.084,-7.82272232,0.002121974,3989,0.188
0,0.29,-65.23060056,-0.236411796,5169,0.094
0,0.419,-26.56105202,-0.014584227,7674,1.375
0,0.349,-67.75002203,-0.211357073,2079,5.688
0,0.535,-38.80248462,-0.038096972,18561,4.312
0,0.237,-31.20108672,-0.059801754,4060,-2.875
0,0.506,-37.38756395,-0.204336216,4295,5.062
0,0.354,-90.3328913,-0.149830506,2860,4.688
0,0.409,-52.98846086,-0.007886883,37911,2.375
0,0.208,-65.23060056,-0.129280069,2115,0.75
0,0.483,-40.08376211,-0.174046676,1611,10.2185
0,0.237,-89.53739617,-0.090901424,7431,3.312
0,0.333,-49.63041076,-0.032269243,1997,2.188
0,0.313,-48.52449575,-0.141169049,1839,0.4065
0,0.489,-47.24321826,-0.156622816,7992,2.0625
0,0.463,-47.99487277,-0.112577301,1509,15.563
0,0.2,-62.53440241,-0.269184031,714,4.25
0,0.26,-82.64310505,0.093016914,65231,-3.812
0,0.353,-90.02317853,0.074231302,37820,-1.938
0,0.352,-52.10528449,0.052827988,39212,0.4375
0,0.332,-88.65351269,0.119768144,59044,-2
0,0.264,-55.86143571,0.147884701,80844,-3.125
0,0.333,-110.838988,0.119317277,67358,-3.438
0,0.318,-60.94411926,0.098647711,55271,0.688
0,0.263,-87.23859202,0.157324238,55042,-1.7185
0,0.283,-65.71709003,0.083520948,50555,-1.4375
0,0.346,-121.3572013,0.132115272,29953,-4.906
0,0.35,-36.28377026,0.047646587,26435,-0.5
0,0.341,-86.66512842,0.032081576,27296,-2.375
0,0.267,-57.18655382,0.076437459,26395,-5.938
0,0.365,-59.353129,0.063528689,17299,-0.781
0,0.378,-42.82380088,0.078967522,13085,-0.875
0,0.294,-41.58707112,0.026327685,10682,3.062
0,0.286,-33.05724202,0.033765747,28456,2.438
0,0.372,-118.4403858,0.182449053,16842,-3.875
0,0.356,-48.08326112,0.039223843,42611,-0.125
0,0.303,-88.52128372,0.041928795,19991,0.562
0,0.266,-42.24963018,0.094339632,25958,-2.438
0,0.362,-33.7643488,0.015308971,9363,0.938
0,0.356,-72.69906239,0.037071158,15151,-0.688
0,0.265,-29.65393708,0.082241606,32849,0.562
0,0.307,-66.73390958,0.053302607,14812,-2.25
0,0.358,-59.26474065,0.06026187,22932,1.125
0,0.344,-89.2283905,0.040969731,28149,-0.4685
0,0.279,-83.57153625,0.142583508,39381,0.625
0,0.266,-39.11149028,0.064599686,31672,-3.062
0,0.367,-73.36232855,0.091604198,22524,1.812
0,0.358,-108.1873375,0.142804166,10668,4.562
0,0.325,-52.81168417,0.045015802,6522,3.563
0,0.285,-65.62799458,0.059214494,27161,-0.469
0,0.365,-98.50916701,0.129014203,26534,-2.3435
0,0.344,-108.9828327,0.207330169,6984,-0.625
0,0.278,-90.64189696,0.140518923,22293,-1.0935
0,0.304,-58.38015007,0.077904951,26447,-1
0,0.372,-133.8199583,0.231226567,8145,2.719
0,0.395,-73.58365297,0.149627803,6408,-2.312
0,0.278,-45.43161069,0.087670408,56921,4.312
0,0.383,-37.4766594,0.095757557,26666,0.375
0,0.336,-74.64431314,0.139188225,18236,1.688
0,0.222,-56.12589365,0.347740482,8891,4.25
0,0.275,-65.80477127,0.076242293,43098,1
0,0.405,-60.94341215,0.070565997,12679,-3.188
0,0.365,-75.1300955,0.115312633,24013,4.187
0,0.299,-95.10586207,0.066205662,33460,5.2185
0,0.263,-48.92330398,0.037811478,30489,2.969
0,0.359,-83.26182348,0.066767089,5683,0.188
0,0.334,-102.575031,0.111624219,14765,-4.9685
0,0.019,-10.03243101,0.005551562,60886,0.875
0,0.277,-49.67425138,0.135271957,37106,3.687
0,0.394,-98.11106589,0.12453254,18610,3.438
0,0.378,-69.16352848,0.20399082,10321,4.125
0,0.261,-67.21969194,0.088119771,22383,2.688
0,0.128,-42.69227902,0.042481843,8906,2.125
0,0.36,-40.87925723,0.025575276,12207,0.625
0,0.278,-28.23972352,0.025885544,19108,-0.438
0,0.081,-49.71879911,0.020252379,61385,2.562
0,0.285,-82.37794001,0.13226185,21685,6.938
0,0.37,-51.66263565,0.045385402,18991,1.125
0,0.2,-38.84703234,0.044876016,5169,2.2185
0,0.259,-45.0780573,0.051312691,23619,2.094
0,0.156,-64.9215949,0.058749514,26210,1.6875
0,0.262,-90.55350861,-0.001537433,122222,1.125
0,0.343,-63.59506258,0.225175453,3148,5.531
0,0.153,-34.55984393,0.036995383,25116,-1.9375
0,0.343,-69.07584724,0.118057716,40589,6.3435
0,0.382,-47.72970773,0.022900901,47638,5.312
0,0.182,-61.73961439,0.066490869,22990,2.125
0,0.243,-41.45342794,0.070531285,74048,4.5
0,0.185,-41.76314071,0.048617569,37317,0.594
0,0.053,-47.55293103,0.017498309,23596,2.062
0,0.087,-70.84290709,0.046822265,15790,-0.75
0,0.084,-27.79778178,-0.00173403,132365,3.781
0,0.314,-66.73320247,0.316789786,16734,5.094
0,0.346,-122.1526965,0.234139941,13764,8.844
0,0.321,-81.8030622,0.242158432,5970,4.312
0,0.125,-32.17335854,-0.00138108,24926,-2.938
0,0.038,-19.79898987,0.00158841,34226,0.188
0,0.141,-14.8492424,0.002227066,45242,-0.438
0,0.027,-9.103999808,0.00101536,38883,-0.375
0,0.094,-16.13051989,0.001105885,58226,-0.5
0,0.014,-8.220116331,0.003612688,19457,0.125
0,0.008,-9.103292701,0.00057916,30100,-0.375
0,0.036,-6.762062148,0.000698918,43224,-0.25
0,0.035,-8.264664059,0.002085074,44023,-0.3435
0,0.076,-17.36866387,5.72E-05,43352,-0.25
0,0.011,-6.717514421,0.000715712,16568,-0.188
0,0.029,-5.082683543,0.001781489,17541,-0.188
0,0.031,-6.143343715,0.000636518,24327,-0.062
0,0.067,-12.37436867,0.000943721,25366,0.062
0,0.038,-11.35754912,0.004419274,22803,-0.375
0,0.124,-13.21441153,-0.000470964,12080,0.062
0,0.05,-30.40559159,-0.005735599,20999,0.062
0,0.025,-12.86085814,0.003084002,17770,-0.25
0,0.087,-13.52271008,0.004382046,18725,-0.438
0,0.043,-16.04213154,0.000441396,24443,-0.188
0,0.043,-18.87126578,0.00013069,15014,0.188
0,0.042,-12.15304425,-0.004895448,9539,0.062
0,0.052,-9.944042664,0.000720811,18712,0.188
0,0.051,-7.512302443,0.000587262,25869,-0.188
0,0.033,-31.9081935,-0.007165423,15774,0.25
0,0.042,-10.60660172,0.001971076,16625,-0.812
0,0.022,-11.84403858,0.002361488,17705,-0.25
0,0.014,-6.099503095,0.002178588,7179,-0.312
0,0.147,-24.35134333,-0.00068708,10942,0.312
0,0.084,-5.171071891,0.002358821,8492,0.312
0,0.018,-7.115615539,0.003707959,12685,-0.375
0,0.112,-6.628418967,0.003630673,8375,-0.062
0,0.043,-13.5241243,-0.003347348,16272,0.4065
0,0.062,-20.41841541,-0.011264063,15955,0.5
0,0.07,-14.58407736,0.000265609,13598,0.875
0,0.033,-5.524625281,0.003167154,12368,-0.188
0,0.146,-24.3067956,0.001689251,21458,-0.812
0,0.168,-12.59569309,0.002748895,8066,0.062
0,0.055,-9.103999808,0.000674476,8141,-0.25
0,0.042,-13.25825215,0.001941308,27433,-0.25
0,0.079,-10.78337841,0.000204305,20000,-0.5
0,0.028,-7.424621202,0.000816298,11698,0.375
0,0.04,-9.192388155,0.000173625,35114,-0.25
0,0.07,-9.987883284,0.000870872,33322,-0.531
0,0.092,-11.84403858,0.001462426,16071,0.688
0,0.043,-9.324617124,-0.006032276,14380,0.812
0,0.294,-13.78858223,0.00081927,12914,0.438
0,0.17,-12.02081528,0.003066335,13432,0.25
0,0.064,-6.01040764,0.002499065,8090,-0.125
0,0.076,-8.794287038,0.001737879,9556,-0.188
0,0.036,-10.25304833,0.00343792,29070,-0.1565
0,0.144,-12.94924648,-0.004975819,14430,-0.062
0,0.07,-17.45634511,0.002471626,20022,0.875
0,0.117,-31.33402279,0.002095662,15860,-1.062
0,0.12,-27.04683438,0.001561036,25884,-1
0,0.067,-18.29638796,-0.001578932,16537,0.3435
0,0.09,-26.73712161,0.000685898,16948,0.5
0,0.064,-25.94162648,0.002536204,7205,0.375
0,0.04,-7.733626866,-0.00010626,8919,-0.375
0,0.105,-18.07577065,-0.004362291,9608,1.312
0,0.062,-11.71180962,-0.003640242,8302,1.0935
0,0.038,-13.74474161,0.001824697,10345,-0.062
0,0.022,-10.29688895,-0.00278952,9758,0.25
0,0.067,-29.96435696,-0.009190069,13645,-1
0,0.094,-19.35775524,-0.004979494,15042,-0.188
0,0.191,-28.72550588,0.003700127,13390,0.375
0,0.308,-36.32761088,-0.009874847,5154,0.062
0,0.103,-26.47195657,-0.002484231,7615,-0.9065
0,0.184,-24.70418961,0.007637263,9315,0.125
0,0.085,-22.40679968,-0.002762714,9208,-0.625
0,0.036,-10.3859844,0.002635642,7943,0.25
0,0.046,-8.441440754,0.004235048,17481,-1.438
0,0.099,-20.81580942,-0.006926131,23924,0.3435
0,0.067,-26.51650429,0.000656736,14003,-0.438
0,0.046,-11.18147953,-0.00068238,26870,-0.562
0,0.184,-17.01440337,-0.000350315,15604,-0.5935
0,0.09,-13.70019389,-0.002811806,12004,-0.25
0,0.072,-29.07976638,0.005032085,16392,-0.5935
0,0.169,-12.63953371,0.002360469,17559,-0.625
0,0.196,-31.55534722,-0.016630995,8196,-0.0935
0,0.321,-32.88046533,0.009149303,4617,-1.25
0,0.054,-8.617510342,0.00353134,7288,0.312
0,0.145,-13.61180554,0.010996392,9128,-0.5
0,0.18,-47.37615434,0.000603729,45463,-0.75
0,0.037,-17.01511048,0.001681371,30240,0.625
0,0.424,-34.02880674,0.015647949,12849,-0.438
0,0.194,-13.87767769,-0.002659409,5527,-0.219
0,0.096,-24.88167342,-0.002144547,19626,-0.188
0,0.068,-10.96015511,0.004980886,23446,1.125
0,0.041,-7.380073475,0.007247391,18755,-0.312
0,0.212,-19.00349474,0.00311913,22446,-0.188
0,0.165,-19.48998421,-0.007446158,4246,0.438
0,0.454,-46.62520694,0.000571061,6715,0.938
0,0.247,-18.29638796,0.004291507,12768,0.375
0,0.311,-95.63619216,-0.027157134,4670,-0.062
0,0.103,-32.52691193,0.006034462,61495,-2.9375
0,0.029,-7.82272232,0.004029358,19984,-0.3435
0,0.163,-15.7769665,0.002501519,27095,-0.5
0,0.135,-18.29638796,0.002168186,13201,-0.0935
0,0.467,-30.2288149,0.006825961,16790,-1.312
0,0.011,-6.983386571,0.002494126,27371,-0.25
0,0.124,-37.6534361,0.002476402,10821,0.9375
0,0.138,-12.90469876,0.004907531,7635,-0.312
0,0.204,-32.30558751,0.006190012,11512,-0.312
0,0.094,-7.601397898,0.002030981,64156,-0.6565
0,0.113,-20.81580942,-0.007850092,30709,1.9065
0,0.018,-4.286481308,0.002868382,8059,-0.062
0,0.235,-30.27336262,-0.003032655,5897,0.188
0,0.085,-5.480077554,0.00504395,14417,-0.688
0,0.068,-12.55114537,0.000760209,6887,1.375
0,0.296,-158.391919,0.011768389,12047,2.562
0,0.339,-51.79557172,-0.004659341,11295,-2.75
0,0.057,-14.27436459,-0.0050289,14199,1.562
0,0.073,-21.08097447,0.005086819,11609,-1.875
0,0.158,-37.87405341,-0.010760124,10349,2.875
0,0.091,-12.28598032,-0.005620963,21541,-0.188
0,0.109,-11.53432581,-0.006484746,84244,0.812
0,0.388,-119.9429878,-0.028057704,6208,1.313
0,0.323,-35.17856236,-0.007987656,6164,-0.062
0,0.479,-33.85344426,0.004219087,6037,2.375
0,0.323,-120.1643122,-0.035032919,2854,10.312
0,0.051,-7.158749053,0.002420765,16754,0.062
0,0.222,-20.50609665,0.001132731,4351,-0.375
0,0.197,-28.46104794,-0.002008223,12955,0.562
0,0.137,-101.9556055,-0.019897556,8027,6.531
0,0.094,-41.27735835,0.024128313,6723,-1.438
0,0.135,-22.76035307,0.007644572,21872,0.844
